Sample_Name	1
ERR2016806	1.60050704063e-06
ERR2016822	5.04683462532e-06
ERR2016823	6.17388754264e-06
ERR2016824	6.82395115871e-06
ERR2016835	9.84969367453e-06
ERR2098542	1.52777417053e-06
ERR2196989	1.98132796526e-06
ERR867911	4.63327618959e-05
SRR1659044	0.000301114122252
SRR1734292	1.01907712376e-05
SRR1819757	8.62570892545e-05
SRR1992872	0.000137253287216
SRR1992883	0.00636942675159
SRR1992948	0.000392062247421
SRR1992974	0.0747864880143
SRR1992975	0.0292711370262
SRR1992976	0.00466380422598
SRR1992977	0.0128918280135
SRR1992988	0.00118588793359
SRR1992993	0.0180889751465
SRR1994878	0.000552405726941
SRR2239793	0.000526703887075
SRR2975944	4.19215145405e-06
SRR4244467	8.33597305814e-06
SRR4949602	8.31799702632e-05
SRR5009240	0.000674893945237
SRR5447889	0.0230547550432
SRR5447905	0.0738694198051
SRR5927064	0.000106109802424
SRR6309315	0.000158121516385
SRR6309324	0.000781624265651
SRR6309329	0.000311116429341
SRR6309336	0.0376001499321
SRR6309337	0.120460117779
SRR6309339	0.000798221107247
SRR6309350	0.0420644261366
SRR6309351	0.00154811051127
SRR6309354	0.00297891842346
SRR6309364	0.000242836328315
SRR6309370	0.00042854621997
SRR6309371	0.000673029858052
SRR6309379	9.17220820913e-05
SRR6309380	0.000230384412849
SRR6309390	0.0013263734383
SRR6309391	0.000646195821267
SRR6309397	0.00061778663896
SRR6309403	0.0016433127772
SRR6309404	0.000764507728695
SRR6309410	0.00330280738628
SRR6309411	0.000900748747396
SRR6309425	0.00386691581024
SRR6309440	0.000892254268351
SRR6309441	0.000599007359233
SRR6309444	0.000370576246063
SRR6309445	0.000462669848537
SRR6309451	2.45507217912e-05
SRR6309452	0.00576578322593
SRR6309458	2.43066527309e-05
SRR6309462	0.000177651447859
SRR6309463	0.000119961612284
SRR6457429	3.89237580888e-05
SRR6457499	8.55651578677e-06
SRR7037322	8.14020692406e-06
SRR7097967	2.62598146057e-05
SRR7097969	6.78763744966e-05
SRR7098072	6.42487712422e-05
SRR7098077	2.03670135848e-05
SRR7098085	3.94352866945e-05
SRR7591401	0.0236363636364
SRR7591417	0.00318109520564
SRR7594481	8.13186634464e-06
SRR8243126	2.10328533169e-05
SRR8359799	0.000551724137931
SRR8359810	4.52447742286e-05
SRR8359812	6.14439324117e-05
SRR8359816	0.000122224485639
SRR8359818	0.000407273424211
SRR8359832	2.48407089538e-05
SRR8359850	2.55819902788e-05
SRR8359852	1.78313510815e-05
SRR8359860	3.31071014733e-05
SRR8359869	7.13139597076e-05
SRR8559028	8.82098689201e-06
SRR8559029	8.71604012865e-06
SRR8559032	2.80259632524e-05
SRR8559033	1.29903871135e-05
SRR8559038	7.43699010137e-06
SRR8559043	1.11510069359e-05
